monthly_charges,total_charges,cltv,tenure_months,contract,churn_value,churn_probability,churn_risk_tier,value_tier,service_bundle_score,risk_flag,churn_reason
77.65,714.15,3847,9,Month-to-month,1,0.80915636,High Risk,Low Value,1,1,Competitor made better offer
95.0,2497.2,4232,26,Month-to-month,1,0.7559064,High Risk,Mid Value,3,0,Price too high
105.4,5643.4,4406,54,One year,1,0.6642144,High Risk,Mid Value,5,0,Product dissatisfaction
95.85,197.7,3790,2,Month-to-month,1,0.92633,High Risk,Low Value,3,1,Service dissatisfaction
79.15,79.15,4243,1,Month-to-month,1,0.9615193,High Risk,Mid Value,1,1,Lack of self-service on Website
19.65,655.85,2486,30,Month-to-month,1,0.7379054,High Risk,Low Value,0,0,Network reliability
79.0,303.15,2085,4,Month-to-month,1,0.6645972,High Risk,Low Value,1,1,Limited range of services
91.85,1574.45,5643,17,Month-to-month,1,0.8506648,High Risk,High Value,3,0,Lack of affordable download/upload speed
106.0,6441.4,5507,60,One year,1,0.5534616,Medium Risk,High Value,4,0,Long distance charges
49.9,49.9,3113,1,Month-to-month,1,0.16284049,Low Risk,Low Value,1,0,Extra data charges
100.35,1358.85,2008,13,Month-to-month,1,0.8675761,High Risk,Low Value,3,0,Price too high
74.95,2869.85,5165,38,Month-to-month,1,0.5919357,Medium Risk,High Value,0,0,Product dissatisfaction
49.25,49.25,4478,1,Month-to-month,1,0.5442101,Medium Risk,Mid Value,1,0,Service dissatisfaction
103.7,5071.05,5897,50,Month-to-month,1,0.80674905,High Risk,High Value,4,0,Lack of self-service on Website
89.75,5769.6,6110,65,One year,1,0.54285115,Medium Risk,High Value,3,0,Network reliability
20.3,20.3,3830,1,Month-to-month,1,0.7679912,High Risk,Low Value,0,0,Don't know
101.95,700.85,2016,7,Month-to-month,1,0.9493612,High Risk,Low Value,3,1,Don't know
94.0,181.7,5569,2,Month-to-month,1,0.96048677,High Risk,High Value,2,1,Don't know
89.3,4016.85,4880,45,Month-to-month,1,0.6428244,High Risk,Mid Value,2,0,Poor expertise of online support
74.3,74.3,5996,1,Month-to-month,1,0.9116073,High Risk,High Value,1,1,Poor expertise of phone support
44.65,44.65,3704,1,Month-to-month,1,0.6704134,High Risk,Low Value,3,0,Competitor had better devices
84.05,1095.3,4745,13,Month-to-month,1,0.8470923,High Risk,Mid Value,2,0,Competitor offered higher download speeds
80.7,788.8,3492,10,Month-to-month,1,0.8231711,High Risk,Low Value,1,1,Competitor offered more data
101.7,364.55,2777,4,Month-to-month,1,0.9139956,High Risk,Low Value,3,1,Competitor made better offer
20.4,20.4,3663,1,Month-to-month,1,0.60078204,High Risk,Low Value,0,0,Don't know
102.6,4213.35,2098,41,One year,1,0.8843899,High Risk,Low Value,4,0,Competitor had better devices
106.0,7723.7,4072,71,Two year,1,0.64422387,High Risk,Mid Value,4,0,Competitor offered higher download speeds
55.1,154.65,4412,3,Month-to-month,1,0.6958212,High Risk,Mid Value,2,0,Competitor offered higher download speeds
106.5,7348.8,4859,69,Two year,1,0.7811159,High Risk,Mid Value,4,0,Competitor offered higher download speeds
91.05,2954.5,3590,32,Month-to-month,1,0.7192024,High Risk,Low Value,2,0,Competitor offered more data
77.5,3807.35,5748,51,Month-to-month,1,0.7162536,High Risk,High Value,1,0,Competitor offered more data
54.2,3937.45,4481,72,Two year,1,0.65662414,High Risk,Mid Value,4,0,Competitor offered more data
69.25,418.4,5816,6,Month-to-month,1,0.6729246,High Risk,High Value,0,0,Competitor made better offer
50.5,50.5,2077,1,Month-to-month,1,0.8954167,High Risk,Low Value,1,0,Competitor made better offer
74.4,74.4,3429,1,Month-to-month,1,0.96087426,High Risk,Low Value,0,1,Price too high
79.45,2587.7,2872,31,One year,1,0.5674062,Medium Risk,Low Value,4,0,Product dissatisfaction
104.65,6219.6,5411,58,One year,1,0.7540635,High Risk,High Value,4,0,Service dissatisfaction
100.05,4871.05,5166,47,Month-to-month,1,0.8980879,High Risk,High Value,3,0,Lack of self-service on Website
100.55,4398.15,3486,44,Month-to-month,1,0.7124793,High Risk,Low Value,4,0,Network reliability
95.65,167.3,5332,2,Month-to-month,1,0.8087901,High Risk,High Value,3,1,Limited range of services
94.4,94.4,5764,1,Month-to-month,1,0.95483744,High Risk,High Value,3,1,Lack of affordable download/upload speed
55.0,55.0,3809,1,Month-to-month,1,0.91126865,High Risk,Low Value,1,0,Long distance charges
101.45,101.45,4390,1,Month-to-month,1,0.98013765,High Risk,Mid Value,3,1,Extra data charges
67.95,350.3,3889,5,Month-to-month,1,0.719654,High Risk,Low Value,3,0,Price too high
69.5,69.5,3365,1,Month-to-month,1,0.9587231,High Risk,Low Value,0,0,Product dissatisfaction
18.85,18.85,4132,1,Month-to-month,1,0.596503,Medium Risk,Mid Value,0,0,Service dissatisfaction
69.2,69.2,4073,1,Month-to-month,1,0.9406934,High Risk,Mid Value,0,0,Lack of self-service on Website
69.65,69.65,5258,1,Month-to-month,1,0.93847275,High Risk,High Value,0,0,Network reliability
101.85,4086.3,2837,40,Month-to-month,1,0.86885077,High Risk,Low Value,3,0,Don't know
82.3,82.3,4278,1,Month-to-month,1,0.9410619,High Risk,Mid Value,2,1,Competitor had better devices
79.25,267.6,4183,3,Month-to-month,1,0.8020842,High Risk,Mid Value,1,1,Competitor offered higher download speeds
84.6,1115.2,2659,13,Month-to-month,1,0.89277065,High Risk,Low Value,1,0,Competitor offered more data
93.4,5435.6,5989,58,Month-to-month,1,0.5742327,Medium Risk,High Value,3,0,Don't know
94.2,4186.3,5458,42,Month-to-month,1,0.8645189,High Risk,High Value,2,0,Competitor had better devices
25.05,25.05,2119,1,Month-to-month,1,0.7778687,High Risk,Low Value,0,0,Competitor had better devices
25.1,712.85,2796,29,Month-to-month,1,0.61055356,High Risk,Low Value,0,0,Competitor offered higher download speeds
48.95,48.95,3913,1,Month-to-month,1,0.7642185,High Risk,Low Value,1,0,Competitor offered higher download speeds
45.3,45.3,5774,1,Month-to-month,1,0.7875891,High Risk,High Value,0,0,Competitor offered higher download speeds
85.85,167.3,3273,2,Month-to-month,1,0.9086329,High Risk,Low Value,2,1,Competitor offered more data
95.2,930.4,4922,10,Month-to-month,1,0.87979597,High Risk,Mid Value,2,1,Competitor offered more data
100.6,5069.65,5585,49,One year,1,0.58379906,Medium Risk,High Value,3,0,Competitor offered more data
55.3,324.25,3878,6,Month-to-month,1,0.6533257,High Risk,Low Value,2,0,Competitor made better offer
74.85,156.4,5378,2,Month-to-month,1,0.86794513,High Risk,High Value,0,1,Competitor made better offer
102.35,3626.1,2473,35,One year,1,0.5639824,Medium Risk,Low Value,4,0,Price too high
115.65,7968.85,5563,70,One year,1,0.21500771,Low Risk,High Value,6,0,Product dissatisfaction
79.85,152.45,3280,2,Month-to-month,1,0.8535384,High Risk,Low Value,2,1,Service dissatisfaction
76.0,1130.85,4938,15,Month-to-month,1,0.7618793,High Risk,Mid Value,0,0,Lack of self-service on Website
104.75,4323.45,2984,42,Month-to-month,1,0.71496105,High Risk,Low Value,4,0,Network reliability
74.65,703.55,5900,9,Month-to-month,1,0.6766813,High Risk,High Value,4,1,Limited range of services
56.25,56.25,3065,1,Month-to-month,1,0.87514627,High Risk,Low Value,1,0,Lack of affordable download/upload speed
106.1,2249.95,3584,21,Month-to-month,1,0.9135236,High Risk,Low Value,4,0,Long distance charges
79.75,159.4,4038,2,Month-to-month,1,0.90178657,High Risk,Mid Value,1,1,Extra data charges
68.65,68.65,3052,1,Month-to-month,1,0.9095593,High Risk,Low Value,0,0,Price too high
20.25,327.45,4327,16,Month-to-month,1,0.45419064,Medium Risk,Mid Value,0,0,Product dissatisfaction
100.2,1369.8,3369,14,Month-to-month,1,0.9441812,High Risk,Low Value,3,0,Service dissatisfaction
74.9,1107.25,2510,15,Month-to-month,1,0.7952189,High Risk,Low Value,0,0,Lack of self-service on Website
70.85,70.85,2874,1,Month-to-month,1,0.9349324,High Risk,Low Value,0,1,Network reliability
69.8,134.7,2320,2,Month-to-month,1,0.80164146,High Risk,Low Value,0,0,Don't know
54.55,2978.3,6041,55,Month-to-month,1,0.09079477,Low Risk,High Value,4,0,Attitude of service provider
70.75,450.8,2248,7,Month-to-month,1,0.57742673,Medium Risk,Low Value,3,1,Attitude of support person
94.1,1215.6,2973,13,Month-to-month,1,0.86218923,High Risk,Low Value,3,0,Don't know
29.7,91.7,2613,3,Month-to-month,1,0.595931,Medium Risk,Low Value,1,0,Attitude of support person
110.9,7432.05,4389,66,One year,1,0.8079149,High Risk,Mid Value,5,0,Attitude of service provider
105.0,4026.4,2341,38,Month-to-month,1,0.9095045,High Risk,Low Value,4,0,Attitude of service provider
25.3,25.3,5421,1,Month-to-month,1,0.7986174,High Risk,High Value,0,0,Attitude of service provider
55.15,1193.05,5866,22,One year,1,0.56428766,Medium Risk,High Value,2,0,Attitude of support person
20.1,20.1,4389,1,Month-to-month,1,0.8522369,High Risk,Mid Value,0,0,Competitor made better offer
69.9,69.9,2100,1,Month-to-month,1,0.92381614,High Risk,Low Value,0,0,Moved
101.4,4528.0,3370,43,Month-to-month,1,0.91020435,High Risk,Low Value,3,0,Moved
80.8,80.8,4424,1,Month-to-month,1,0.94632363,High Risk,Mid Value,1,1,Moved
62.05,118.3,5344,2,Month-to-month,1,0.69514537,High Risk,High Value,1,0,Competitor had better devices
76.45,76.45,3763,1,Month-to-month,1,0.9718488,High Risk,Low Value,0,1,Competitor offered higher download speeds
91.3,1094.5,4703,12,Month-to-month,1,0.96642035,High Risk,Mid Value,2,1,Competitor offered more data
95.75,573.75,5750,6,Month-to-month,1,0.90512425,High Risk,High Value,3,1,Competitor made better offer
62.65,2274.9,3918,34,Month-to-month,1,0.43112022,Medium Risk,Low Value,3,0,Competitor had better devices
74.5,74.5,2016,1,Month-to-month,1,0.9321451,High Risk,Low Value,0,1,Competitor had better devices
102.1,1068.85,3596,10,Month-to-month,1,0.97185916,High Risk,Low Value,4,1,Competitor offered higher download speeds
50.15,762.25,4254,16,Month-to-month,1,0.58015794,Medium Risk,Mid Value,1,0,Competitor offered higher download speeds
86.5,582.5,3887,7,Month-to-month,1,0.9522503,High Risk,Low Value,1,1,Competitor offered higher download speeds
81.45,2122.05,2571,27,Month-to-month,1,0.79830027,High Risk,Low Value,1,0,Competitor offered more data
69.15,69.15,4179,1,Month-to-month,1,0.9593046,High Risk,Mid Value,0,0,Competitor offered more data
79.55,723.4,3246,9,Month-to-month,1,0.854249,High Risk,Low Value,1,1,Competitor offered more data
95.5,4627.85,2459,48,Two year,1,0.044193633,Low Risk,Low Value,4,0,Competitor made better offer
91.05,289.1,2194,3,Month-to-month,1,0.8975924,High Risk,Low Value,2,1,Competitor made better offer
79.2,172.85,4225,2,Month-to-month,1,0.9034104,High Risk,Mid Value,1,1,Price too high
45.25,85.5,4566,2,Month-to-month,1,0.92310166,High Risk,Mid Value,2,0,Product dissatisfaction
74.3,1096.25,5342,14,Month-to-month,1,0.8671744,High Risk,High Value,0,0,Service dissatisfaction
74.1,228.0,5657,3,Month-to-month,1,0.9430649,High Risk,High Value,0,1,Lack of self-service on Website
100.6,5746.15,5247,57,Month-to-month,1,0.78738546,High Risk,High Value,3,0,Network reliability
75.0,209.1,3190,3,Month-to-month,1,0.798664,High Risk,Low Value,0,1,Limited range of services
70.2,4481.0,6080,64,Two year,1,0.44554603,Medium Risk,High Value,4,0,Lack of affordable download/upload speed
70.75,154.85,4407,2,Month-to-month,1,0.78623676,High Risk,Mid Value,0,1,Long distance charges
50.25,593.75,3624,12,Month-to-month,1,0.41677612,Medium Risk,Low Value,1,0,Extra data charges
79.2,3233.85,3207,40,Month-to-month,1,0.41887113,Medium Risk,Low Value,2,0,Price too high
96.0,1062.1,5239,12,Month-to-month,1,0.949673,High Risk,High Value,3,1,Product dissatisfaction
100.1,5440.9,5763,54,Month-to-month,1,0.8055738,High Risk,High Value,3,0,Service dissatisfaction
56.5,235.1,5758,4,Month-to-month,1,0.5729272,Medium Risk,High Value,2,0,Lack of self-service on Website
85.0,85.0,2650,1,Month-to-month,1,0.9503934,High Risk,Low Value,2,1,Network reliability
59.3,3014.65,5633,51,One year,1,0.657872,High Risk,High Value,5,0,Don't know
49.4,184.4,4455,4,Month-to-month,1,0.6932919,High Risk,Mid Value,1,0,Don't know
55.0,2010.55,2220,35,Month-to-month,1,0.49553472,Medium Risk,Low Value,1,0,Don't know
69.2,69.2,2637,1,Month-to-month,1,0.95910615,High Risk,Low Value,0,0,Poor expertise of online support
62.3,2354.8,3818,38,One year,1,0.44172165,Medium Risk,Low Value,3,0,Poor expertise of phone support
92.5,3473.4,4127,37,Month-to-month,1,0.80119324,High Risk,Mid Value,2,0,Competitor had better devices
69.65,220.1,2421,3,Month-to-month,1,0.70543617,High Risk,Low Value,0,0,Competitor offered higher download speeds
111.6,6876.05,4495,61,Two year,1,0.66205055,High Risk,Mid Value,5,0,Competitor offered more data
48.55,501.0,4444,11,Month-to-month,1,0.309817,Medium Risk,Mid Value,1,0,Competitor made better offer
20.2,20.2,4197,1,Month-to-month,1,0.7445971,High Risk,Mid Value,0,0,Competitor had better devices
39.65,733.35,2933,19,Month-to-month,1,0.7881235,High Risk,Low Value,2,0,Competitor had better devices
24.9,1334.0,5327,56,One year,1,0.39208817,Medium Risk,High Value,0,0,Competitor offered higher download speeds
56.7,113.55,5560,2,Month-to-month,1,0.27755773,Low Risk,High Value,1,0,Competitor offered higher download speeds
105.95,1348.9,5887,14,One year,1,0.79409474,High Risk,High Value,5,0,Competitor offered higher download speeds
74.95,308.7,3716,4,Month-to-month,1,0.8822854,High Risk,Low Value,0,1,Competitor offered more data
29.7,438.25,5518,15,Month-to-month,1,0.7212073,High Risk,High Value,1,0,Competitor offered more data
50.35,50.35,4526,1,Month-to-month,1,0.94335,High Risk,Mid Value,3,0,Competitor offered more data
47.85,3147.5,6347,64,Two year,1,0.57605225,Medium Risk,High Value,4,0,Competitor made better offer
70.3,70.3,4512,1,Month-to-month,1,0.9345818,High Risk,Mid Value,0,0,Don't know
98.8,5617.75,5543,55,Month-to-month,1,0.720437,High Risk,High Value,3,0,Price too high
99.85,1776.95,3068,18,Month-to-month,1,0.812897,High Risk,Low Value,3,0,Product dissatisfaction
80.3,2483.05,5365,32,Month-to-month,1,0.71249455,High Risk,High Value,1,0,Service dissatisfaction
80.45,5224.35,5011,66,Month-to-month,1,0.66940755,High Risk,Mid Value,1,0,Lack of self-service on Website
86.8,620.35,3780,7,Month-to-month,1,0.9108543,High Risk,Low Value,1,1,Network reliability
84.2,519.15,5834,6,Month-to-month,1,0.9054812,High Risk,High Value,2,1,Limited range of services
99.0,1301.7,3493,13,Month-to-month,1,0.80410653,High Risk,Low Value,3,0,Lack of affordable download/upload speed
100.75,1129.75,2229,11,Month-to-month,1,0.9714495,High Risk,Low Value,3,1,Long distance charges
91.75,865.8,4176,9,Month-to-month,1,0.8812012,High Risk,Mid Value,3,1,Extra data charges
79.55,79.55,5571,1,Month-to-month,1,0.9685357,High Risk,High Value,1,1,Price too high
111.1,6014.85,5527,54,Month-to-month,1,0.2703009,Low Risk,High Value,5,0,Product dissatisfaction
89.1,2368.4,4793,25,Month-to-month,1,0.8790989,High Risk,Mid Value,2,0,Service dissatisfaction
101.9,3545.35,4437,37,Month-to-month,1,0.7721845,High Risk,Mid Value,4,0,Lack of self-service on Website
91.65,1301.0,4304,14,Month-to-month,1,0.45117635,Medium Risk,Mid Value,2,0,Network reliability
88.85,372.45,2754,4,Month-to-month,1,0.9025554,High Risk,Low Value,2,1,Don't know
25.3,77.75,3542,3,Month-to-month,1,0.82221305,High Risk,Low Value,0,0,Attitude of support person
95.45,95.45,5962,1,Month-to-month,1,0.97638446,High Risk,High Value,2,1,Attitude of support person
91.1,1135.7,5347,13,Month-to-month,1,0.9136792,High Risk,High Value,2,0,Attitude of support person
54.15,2319.8,2761,45,One year,1,0.7100731,High Risk,Low Value,2,0,Attitude of service provider
69.7,69.7,4620,1,Month-to-month,1,0.92994297,High Risk,Mid Value,0,0,Attitude of service provider
89.5,573.3,2898,6,Month-to-month,1,0.8908866,High Risk,Low Value,2,1,Attitude of service provider
35.15,99.75,2987,3,Month-to-month,1,0.90179586,High Risk,Low Value,1,0,Attitude of support person
73.75,871.4,2010,12,Month-to-month,1,0.21894117,Low Risk,Low Value,0,1,Attitude of support person
101.35,780.5,5546,8,Month-to-month,1,0.90904164,High Risk,High Value,3,1,Attitude of support person
55.9,365.35,4914,6,Month-to-month,1,0.52153236,Medium Risk,Mid Value,2,0,Attitude of service provider
105.9,334.65,2715,3,Month-to-month,1,0.9366693,High Risk,Low Value,4,1,Attitude of service provider
43.95,43.95,3238,1,Month-to-month,1,0.7186929,High Risk,Low Value,0,0,Attitude of service provider
45.1,45.1,4884,1,Month-to-month,1,0.8255961,High Risk,Mid Value,0,0,Don't know
70.25,2868.05,3407,41,Month-to-month,1,0.53955495,Medium Risk,Low Value,0,0,Attitude of support person
55.35,449.75,2688,9,Month-to-month,1,0.6384974,High Risk,Low Value,1,0,Attitude of support person
103.0,4414.3,2505,43,Month-to-month,1,0.9265386,High Risk,Low Value,4,0,Attitude of service provider
103.75,3361.05,3824,33,One year,1,0.6949345,High Risk,Low Value,5,0,Attitude of service provider
69.35,69.35,2843,1,Month-to-month,1,0.9491599,High Risk,Low Value,0,0,Attitude of service provider
73.85,4092.85,5276,56,Month-to-month,1,0.62402713,High Risk,High Value,1,0,Attitude of support person
75.15,216.75,2270,3,Month-to-month,1,0.90072757,High Risk,Low Value,0,1,Attitude of support person
69.6,69.6,2072,1,Month-to-month,1,0.9576428,High Risk,Low Value,0,0,Attitude of support person
80.15,385.0,5124,5,Month-to-month,1,0.78147984,High Risk,High Value,1,1,Attitude of service provider
30.5,30.5,5171,1,Month-to-month,1,0.7210011,High Risk,High Value,1,0,Attitude of service provider
98.3,6859.5,4794,70,Two year,1,0.16999371,Low Risk,Mid Value,3,0,Attitude of service provider
107.4,5121.3,4956,48,Month-to-month,1,0.66801,High Risk,Mid Value,4,0,Attitude of support person
82.0,1127.2,3363,13,Month-to-month,1,0.9033764,High Risk,Low Value,1,0,Attitude of support person
75.4,1747.85,2325,24,Month-to-month,1,0.7393019,High Risk,Low Value,0,0,Attitude of support person
101.25,2754.45,4853,27,Month-to-month,1,0.85596293,High Risk,Mid Value,4,0,Attitude of service provider
89.5,2196.15,4849,25,Month-to-month,1,0.84065664,High Risk,Mid Value,2,0,Attitude of service provider
74.4,1692.6,2407,22,Month-to-month,1,0.66946113,High Risk,Low Value,0,0,Attitude of service provider
20.5,20.5,3731,1,Month-to-month,1,0.76452905,High Risk,Low Value,0,0,Attitude of support person
74.35,265.35,3622,4,Month-to-month,1,0.8964224,High Risk,Low Value,0,1,Attitude of support person
99.75,1836.25,5857,18,Month-to-month,1,0.75544965,High Risk,High Value,3,0,Attitude of support person
111.95,6418.9,4060,56,One year,1,0.35158855,Medium Risk,Mid Value,5,0,Attitude of service provider
39.0,679.85,5692,16,Month-to-month,1,0.8130989,High Risk,High Value,2,0,Attitude of service provider
94.1,2804.45,5255,30,Month-to-month,1,0.7000646,High Risk,High Value,3,0,Attitude of service provider
95.65,778.1,5335,8,Month-to-month,1,0.908759,High Risk,High Value,2,1,Attitude of support person
88.05,4367.35,5813,50,Month-to-month,1,0.8359387,High Risk,High Value,2,0,Competitor made better offer
66.5,2728.6,2517,41,One year,1,0.5695042,Medium Risk,Low Value,3,0,Moved
35.45,106.85,2095,3,Month-to-month,1,0.7335793,High Risk,Low Value,2,0,Moved
49.9,130.1,5585,3,Month-to-month,1,0.68334633,High Risk,High Value,1,0,Moved
104.5,4036.85,2832,40,Month-to-month,1,0.8315941,High Risk,Low Value,4,0,Competitor had better devices
75.05,256.25,3553,3,Month-to-month,1,0.8665349,High Risk,Low Value,0,1,Competitor offered higher download speeds
81.0,1917.1,5701,23,Month-to-month,1,0.8587517,High Risk,High Value,1,0,Competitor offered more data
74.45,74.45,2394,1,Month-to-month,1,0.9439194,High Risk,Low Value,0,1,Competitor made better offer
60.4,272.15,5730,4,Month-to-month,1,0.3959171,Medium Risk,High Value,3,0,Competitor had better devices
70.65,70.65,3463,1,Month-to-month,1,0.6993943,High Risk,Low Value,0,1,Competitor had better devices
59.8,727.8,4581,12,One year,1,0.36323392,Medium Risk,Mid Value,2,0,Competitor offered higher download speeds
44.2,403.35,2029,9,Month-to-month,1,0.54759985,Medium Risk,Low Value,0,0,Competitor offered higher download speeds
75.75,75.75,5571,1,Month-to-month,1,0.9668236,High Risk,High Value,0,1,Competitor offered higher download speeds
102.95,6886.25,5620,67,Month-to-month,1,0.64507043,High Risk,High Value,4,0,Competitor offered more data
74.4,306.6,5839,4,Month-to-month,1,0.87289613,High Risk,High Value,0,1,Competitor offered more data
29.85,29.85,3964,1,Month-to-month,0,0.73003644,High Risk,Low Value,1,0,
56.95,1889.5,3441,34,One year,0,0.047211993,Low Risk,Low Value,2,0,
42.3,1840.75,4307,45,One year,0,0.04789639,Low Risk,Mid Value,3,0,
89.1,1949.4,4459,22,Month-to-month,0,0.16505611,Low Risk,Mid Value,2,0,
29.75,301.9,2013,10,Month-to-month,0,0.31099522,Medium Risk,Low Value,1,0,
56.15,3487.95,4529,62,One year,0,0.03528342,Low Risk,Mid Value,2,0,
49.95,587.45,5764,13,Month-to-month,0,0.062080696,Low Risk,High Value,1,0,
18.95,326.8,4726,16,Two year,0,0.011458876,Low Risk,Mid Value,0,0,
100.35,5681.1,6432,58,One year,0,0.36064252,Medium Risk,High Value,3,0,
105.5,2686.05,5822,25,Month-to-month,0,0.66374004,High Risk,High Value,5,0,
113.25,7895.15,5141,69,Two year,0,0.04181185,Low Risk,High Value,6,0,
20.65,1022.95,5186,52,One year,0,0.021614363,Low Risk,High Value,0,0,
106.7,7382.25,4479,71,Two year,0,0.24358535,Low Risk,Mid Value,4,0,
90.05,1862.9,5982,21,Month-to-month,0,0.51471066,Medium Risk,High Value,3,0,
19.8,202.25,5279,12,One year,0,0.14781198,Low Risk,High Value,0,0,
59.9,3505.1,6407,58,Two year,0,0.049470037,Low Risk,High Value,2,0,
59.6,2970.3,4986,49,Month-to-month,0,0.056565095,Low Risk,Mid Value,3,0,
55.3,1530.6,2725,30,Month-to-month,0,0.2075341,Low Risk,Low Value,2,0,
90.25,6369.45,5974,72,Two year,0,0.0039048991,Low Risk,High Value,6,0,
96.35,6766.95,5309,71,Two year,0,0.014541032,Low Risk,High Value,4,0,
95.5,181.65,4449,2,Month-to-month,0,0.82370836,High Risk,Mid Value,3,1,
66.15,1874.45,3213,27,One year,0,0.055929057,Low Risk,Low Value,4,0,
20.2,20.2,5526,1,Month-to-month,0,0.42325336,Medium Risk,High Value,0,0,
45.25,45.25,3144,1,Month-to-month,0,0.6853866,High Risk,Low Value,0,0,
99.9,7251.7,5915,72,Two year,0,0.027529517,Low Risk,High Value,4,0,
74.8,3548.3,3395,46,Month-to-month,0,0.34646478,Medium Risk,Low Value,1,0,
49.55,475.7,2392,10,One year,0,0.15524499,Low Risk,Low Value,1,0,
69.2,4872.35,4715,70,Two year,0,0.10465538,Low Risk,Mid Value,3,0,
20.75,418.25,3646,17,One year,0,0.096651055,Low Risk,Low Value,0,0,
79.85,4861.45,4595,63,Two year,0,0.025900332,Low Risk,Mid Value,5,0,
76.2,981.45,2569,13,Month-to-month,0,0.45993453,Medium Risk,Low Value,4,0,
84.5,3906.7,6434,49,Month-to-month,0,0.5431146,Medium Risk,High Value,1,0,
49.25,97.0,3805,2,Month-to-month,0,0.69485736,High Risk,Low Value,1,0,
79.75,4217.8,4142,52,Two year,0,0.032165498,Low Risk,Mid Value,4,0,
64.15,4254.1,5128,69,Two year,0,0.02317001,Low Risk,High Value,3,0,
90.25,3838.75,2223,43,Month-to-month,0,0.6636788,High Risk,Low Value,2,0,
69.5,1752.65,3154,25,Month-to-month,0,0.14290962,Low Risk,Low Value,3,0,
74.85,4456.35,5153,60,One year,0,0.052988604,Low Risk,High Value,5,0,
99.65,6311.2,4572,63,One year,0,0.26593646,Low Risk,Mid Value,3,0,
108.45,7076.35,4582,66,One year,0,0.5486042,Medium Risk,Mid Value,5,0,
24.95,894.3,5408,34,Two year,0,0.08058376,Low Risk,High Value,0,0,
107.5,7853.7,4708,72,Two year,0,0.09167457,Low Risk,Mid Value,4,0,
100.5,4707.1,4488,47,Month-to-month,0,0.814341,High Risk,Mid Value,3,0,
89.9,5450.7,6292,60,Month-to-month,0,0.18188104,Low Risk,High Value,2,0,
42.1,2962.0,6091,72,Two year,0,0.019867092,Low Risk,High Value,3,0,
54.4,957.1,4948,18,One year,0,0.28211632,Low Risk,Mid Value,2,0,
75.3,244.1,5387,3,Month-to-month,0,0.57852006,Medium Risk,High Value,4,1,
78.9,3650.35,3817,47,One year,0,0.43206692,Medium Risk,Low Value,1,0,
79.2,2497.2,4984,31,Two year,0,0.060027376,Low Risk,Mid Value,5,0,
20.15,930.9,5849,50,Two year,0,0.029627325,Low Risk,High Value,0,0,
79.85,887.35,5983,10,Month-to-month,0,0.46888182,Medium Risk,High Value,2,1,
49.05,49.05,3178,1,Month-to-month,0,0.36308578,Medium Risk,Low Value,1,0,
20.4,1090.65,5482,52,One year,0,0.031168459,Low Risk,High Value,0,0,
111.6,7099.0,4881,64,Two year,0,0.2657227,Low Risk,Mid Value,5,0,
24.25,1424.6,4444,62,Two year,0,0.017532548,Low Risk,Mid Value,0,0,
64.5,177.4,5613,3,Month-to-month,0,0.284405,Low Risk,High Value,3,0,
110.5,6139.5,4463,56,One year,0,0.26181018,Low Risk,Mid Value,5,0,
55.65,2688.85,2867,46,One year,0,0.41583988,Medium Risk,Low Value,1,0,
54.65,482.25,5614,8,Month-to-month,0,0.12918718,Low Risk,High Value,2,0,
74.75,2111.3,3033,30,Month-to-month,0,0.26901835,Low Risk,Low Value,4,0,
25.9,1216.6,5741,45,One year,0,0.06289063,Low Risk,High Value,0,0,
50.55,565.35,3443,11,Month-to-month,0,0.18240228,Low Risk,Low Value,3,0,
103.8,4327.5,4005,42,Month-to-month,0,0.39016503,Medium Risk,Mid Value,5,0,
20.15,973.35,5422,49,Two year,0,0.021582734,Low Risk,High Value,0,0,
99.3,918.75,3540,9,Month-to-month,0,0.9513258,High Risk,Low Value,3,1,
62.15,2215.45,5255,35,One year,0,0.12092935,Low Risk,High Value,2,0,
20.65,1057.0,4124,48,Two year,0,0.027989548,Low Risk,Mid Value,0,0,
19.95,927.1,5480,46,Two year,0,0.012189619,Low Risk,High Value,0,0,
33.75,1009.25,3664,29,Month-to-month,0,0.5499517,Medium Risk,Low Value,1,0,
82.05,2570.2,5036,30,Month-to-month,0,0.051468037,Low Risk,Mid Value,2,0,
74.7,74.7,4182,1,Month-to-month,0,0.6322286,High Risk,Mid Value,1,1,
84.0,5714.25,5825,66,Two year,0,0.040022217,Low Risk,High Value,5,0,
111.05,7107.0,5261,65,Month-to-month,0,0.13356008,Low Risk,High Value,5,0,
100.9,7459.05,5781,72,Two year,0,0.062583365,Low Risk,High Value,4,0,
66.85,4748.7,4117,71,One year,0,0.051873002,Low Risk,Mid Value,3,0,
21.0,1107.2,4158,52,Two year,0,0.034911953,Low Risk,Mid Value,0,0,
20.2,20.2,2710,1,Month-to-month,0,0.3636591,Medium Risk,Low Value,0,0,
19.45,19.45,5612,1,Month-to-month,0,0.58428144,Medium Risk,High Value,0,0,
95.0,3605.6,4741,38,One year,0,0.15259975,Low Risk,Mid Value,3,0,
45.55,3027.25,6238,66,One year,0,0.18409398,Low Risk,High Value,3,0,
24.3,100.2,4015,5,Month-to-month,0,0.40607354,Medium Risk,Mid Value,0,0,
104.15,7303.05,4594,72,One year,0,0.10586234,Low Risk,Mid Value,4,0,
30.15,927.65,3585,32,One year,0,0.0720034,Low Risk,Low Value,1,0,
